version 1, schema campaign_character_anims_junctions_tables, guid cceac9a2-0e97-4527-9d64-f6930b217fcc
unknown1(string)	Character(string)	unknown2(string)	Anim_filepath(string)	unknown3(string)	unknown4(optstring)	unknown5(optstring)	unknown6(float)
"2135704192"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\METSUKE\\SHO_MET_DIED_FROM_REVOLT_COUNTER_ATTACK.anim"	"action"	"bos_shi_incite_sett_died_from_fail"	nil	1
"2135704198"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\METSUKE\\SHO_MET_REVOLT_ATTEMPT_FAIL.anim"	"action"	"bos_shi_incite_sett_failed"	nil	1
"2135704201"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\METSUKE\\SHO_MET_REVOLT_ATTEMPT_SUCCESS.anim"	"action"	"bos_shi_incite_sett_success"	nil	1
"2135704209"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\METSUKE\\SHO_MET_REVOLT_ATTEMPT.anim"	"action"	"bos_shi_incite_sett_attempt"	nil	1
"2135704216"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/HUNT_DOWN/SHO_MET_DIED_FROM_HUNT_DOWN_COUNTERATTACK.anim"	"action"	"bos_shi_assassination_died_from_fail"	nil	1
"2135704222"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/HUNT_DOWN/SHO_MET_HUNT_DOWN_FAIL.anim"	"action"	"bos_shi_assassination_failed"	nil	1
"2135704229"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/HUNT_DOWN/SHO_MET_HUNT_DOWN_SUCCESS_KILL.anim"	"matched_action"	"bos_shi_assassination_success_killed_target"	nil	1
"2135704238"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/HUNT_DOWN/SHO_MET_HUNT_DOWN_ATTEMPT.anim"	"action"	"bos_shi_assassination_attempt"	nil	1
"2135704247"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/BRIBE/SHO_MET_DIED_FROM_BRIBE_AGENT_COUNTERATTACK.anim"	"action"	"bos_shi_coerce_died_from_fail"	nil	1
"2135704253"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/BRIBE/SHO_MET_BRIBE_AGENT_FAIL.anim"	"action"	"bos_shi_coerce_failed"	nil	1
"2135704258"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/BRIBE/SHO_MET_BRIBE_AGENT_SUCCESS.anim"	"action"	"bos_shi_coerce_success"	nil	1
"2135704259"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/BRIBE/SHO_MET_BRIBE_ATTEMPT.anim"	"action"	"bos_shi_coerce_attempt"	nil	1
